"variable","importance"
"stand_age_2006_est",0.0328713104517427
"woody_share",0.0298483393275122
"ofh_weight_kgm2",0.0284127595126496
"mean_height_85_dm",0.0261751123539509
"stand_age_85",0.0241274343947413
"mean_precip_annual",0.022318898606925
"P_seasonality",0.0199762614022779
"basal_area_85",0.0197141676807366
"EstimatedBulkDensity",0.0180904133523151
"SandContent",0.0169439022525122
"CoarseFragments",0.0151616089032104
"SiltContent",0.013914722411657
"clay",0.0126711666573527
"aridity_index",0.0115880430244645
"litter_A_frac",0.0106293930336328
"ExchangeableCa",0.0103603065946784
"T_seasonality",0.0097564532353358
"TotalNitrogen",0.0097481921696333
"GDD5",0.0096145729851426
"mean_temp",0.00943465883794541
"litter_W_frac",0.00939699651653109
"pH.CaCl2.",0.008905869436328
"lat_WGS84",0.00871728969498394
"ExchangeableFe",0.00856691019904926
"lon_WGS84",0.0084674828968681
"base_saturation",0.00838488198468058
"coldest_month_T",0.00787724931026774
"litter_E_frac",0.0076037364040109
"pH.H2O.",0.00713604988908723
"ExchangeableAl",0.00698696740188302
"conifer_share",0.00690987364138958
"CN_ratio",0.00687292597900452
"litter_N_frac",0.00671503114208631
"warmest_month_T",0.00628510336238733
"CEC",0.00602715315885961
"elevation_m",0.00591858709537616
"soil_prep_pre85",0.00522667614451271
"any_trt_85_95",0.00463623409538362
"temp_sum_NFI",0.0043710674100296
"kasvup_tyyppi",0.00437031569825881
"soil_code",0.00283256966517984
"temp_zone",0.00251534048460511
"dev_class_85",0.0023698790333935
"kasvyo_ahti",0.00188238231654775
"TexturalClass",0.00144643372929749
"KA",0.00142670114939601
"kasvyo_syke",0.000997559702278686
"any_cut_85_95",0.000950002940021984
"n_cuts_85_95",0.00082995197311815
"species_code",0.000674976921997184
"ojitustilanne",0.000603702266453198
"profile_depth_cm",0.000126955529814741
"shallow",3.29694698791072e-06
"alaryhma",0
"koppen_class",-9.49082708058482e-05
