"variable","importance"
"basal_area_85",0.0329124967717005
"woody_share",0.0319269552334114
"ofh_weight_kgm2",0.026751520266228
"mean_height_85_dm",0.0250691246444337
"stand_age_2006_est",0.0235985689260324
"stand_age_85",0.0224387898741528
"SandContent",0.0202418656017654
"CoarseFragments",0.0195988096599667
"SiltContent",0.016635486999669
"EstimatedBulkDensity",0.0150751360014529
"clay",0.0141133964929061
"ExchangeableFe",0.0129285638932896
"mean_precip_annual",0.0127740992541138
"aridity_index",0.0123458452688965
"lat_WGS84",0.0121351288468382
"TotalNitrogen",0.0116012805456336
"elevation_m",0.011068804708822
"P_seasonality",0.0106837697049921
"T_seasonality",0.0105957768511962
"ExchangeableCa",0.00968919291135439
"mean_temp",0.00945408722776956
"pH.H2O.",0.009368953979709
"lon_WGS84",0.0091038414744479
"base_saturation",0.00903715254337587
"warmest_month_T",0.00855179814711261
"pH.CaCl2.",0.00798952190710512
"GDD5",0.00784361514044716
"litter_A_frac",0.0077773606867289
"coldest_month_T",0.00741531177245418
"temp_sum_NFI",0.00738899131010541
"litter_N_frac",0.00715848440920605
"ExchangeableAl",0.00679498238696174
"CN_ratio",0.00637628631102065
"conifer_share",0.00619732626087454
"litter_E_frac",0.00568113004538688
"CEC",0.00524230450057885
"kasvup_tyyppi",0.00481648152279324
"any_trt_85_95",0.00438737291695477
"litter_W_frac",0.00407397547208715
"soil_prep_pre85",0.00402309416494351
"soil_code",0.00355005753054168
"kasvyo_ahti",0.0026286500690913
"dev_class_85",0.00221787171202594
"TexturalClass",0.00198638298348545
"temp_zone",0.00196516557873484
"species_code",0.00195982446181542
"kasvyo_syke",0.00151800504336211
"n_cuts_85_95",0.00146364889287908
"ojitustilanne",0.000911262693685912
"KA",0.000720746007640589
"koppen_class",0.000437869384795852
"any_cut_85_95",0.000403842298853364
"profile_depth_cm",0.000143603585945242
"shallow",1.58625139847026e-05
"alaryhma",0
