"plot_id","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"3293",72.4164457386373,72.8458320876632,73.3652980899019,73.2997388978786,73.4072577012013,73.1359201962412,72.4928082696953,72.1741048869032,72.4287549549539,72.1101053778847,72.6184818053385,72.6998126865784,73.1666958672807,73.6884548768103,73.7285611810279,73.847857574552,73.8418028169298,74.877500977941,75.7471959419178,75.8847808821969,75.7659347276383,75.9985426351879,75.7306315841753,75.3518924344414,76.0430560031417,76.1519670275352,75.1272828304822,75.100322651373,75.53290014097,75.4961731283911,75.78121586543,76.0534895528887,76.207878867655,76.4728756861828,76.2067474951235,75.7297760371581,76.0986861637141,76.855310372207,77.1268388556558,77.0526762852869
"3314",43.3363295328467,43.4122965497597,43.8447374263333,44.1152700746037,44.6952862034284,45.2518979647124,45.9782915228535,46.8404612284789,48.0285084711851,48.6119603226297,49.7638829955276,50.897643513163,52.1836548369052,53.3480976417824,53.9331644007391,54.4190929416946,54.7674872741628,55.9240084513231,56.7727851392024,56.8691287712927,56.3864509100243,56.1125920098829,55.6122965609643,55.2369041645987,55.8679561462911,56.1414693442207,55.5194292417612,55.6077889576924,55.9520530663943,55.8273459049678,55.9050715983613,56.0235371670959,56.1192194784147,56.3135781894263,55.900444232928,55.0896276740001,54.785152020429,54.8291103771405,54.6214953989357,54.186265285302
"5311",63.9866153976512,64.2220390467663,64.8184644261461,64.7963366252856,65.093110414818,65.290443275152,65.6736654292557,66.2542031641181,67.1157389007884,67.1965146554315,67.9655955093003,68.6359588534013,69.5326904522202,70.4384813682695,70.8263531237921,71.0212976158084,71.2079858821536,72.2735782676028,73.0749552399499,73.0468060059951,74.5878568640605,75.570996950707,75.3694007061225,74.446639818958,74.2424694080002,73.6340587877841,72.1768639303733,71.8241879745513,71.8417185698127,71.9091630831475,72.3016527733618,72.3935215236653,72.1692779066846,72.1545472107108,71.6805294992998,71.025601089769,70.9311529190988,71.6066208294459,72.0827604494306,72.1496316782513
"5333",113.896861428766,114.441097499482,115.410771895873,115.230798059179,115.392939142183,115.142887288817,113.74267619139,113.031874138555,112.953970868093,111.735549458485,111.306279298943,113.940009189984,116.385421651714,118.199713410546,119.003361276563,119.365548798231,119.603410059084,120.72429019651,121.245049759547,120.45539232773,117.522267921653,114.359778709435,111.275446425821,108.95010826431,107.83165123852,106.270383137631,103.982170921265,102.663578918059,101.656844401552,100.440993043025,99.5513009353342,98.7604334074349,97.9086528139305,97.4599388836285,96.6217385436462,95.3036417733286,94.3053703321828,93.8244729369963,93.1560902955966,92.100753214684
"5371",43.7747084102455,43.9465401240741,44.3993535970084,44.6796881661238,44.9627048433438,45.1946049931247,45.6197978782412,46.2268173056631,47.1907953875298,47.4021241035166,48.0841267672323,48.9572912860614,49.9444492434503,50.5031243484587,50.7852624925441,50.9135118796957,51.0295995481877,51.7931677598219,52.2635280713849,52.0875832917302,52.0741529261265,51.7234364695782,51.0182785209353,50.5195889670639,50.5272376018788,50.3253875975326,49.6364777097324,49.4735355656585,49.5731882556004,49.424409984027,49.4237986488924,49.411654384442,49.4015678296811,49.5135701603995,49.2492737794415,48.8454225629479,48.7500779372619,48.9387405067217,48.9211204369278,48.5836554393658
"7271",40.6403768080843,40.5877454004701,41.0759891932351,41.4193132592056,42.1150890264983,42.9824626755174,43.8384925533014,44.8632349177251,46.070938176667,46.6414564559804,47.606846899271,49.9092718586988,51.9137688380802,53.6276697974674,54.6144995704787,55.3684990516611,55.8279166326552,56.9911601041345,57.5595262305426,57.4102695828305,57.2127698749293,55.6264657714532,53.9942646764555,52.6616386286446,52.3133418924495,51.7041014703233,50.2696685409473,49.6969845922214,49.254865757946,48.7376400120952,48.4274050995851,48.2313494803674,48.1121767309704,47.9930968164815,47.534526044747,47.0108330288489,46.9551010681051,47.3648445162999,47.4884768227103,47.3336881065378
"7351",27.8632503918609,27.8636192573943,28.1994341927447,28.4269944239303,28.8290768566317,29.2746517925482,29.7753086921822,30.4489607656396,31.4167419301821,31.7896299201319,32.4531454715925,33.3571518562159,34.3733616689693,35.2750593161543,36.0410918348215,36.7515011234526,37.59714744792,38.9729159823428,40.221100419078,41.0089545832301,41.9996381538979,44.4722707766425,45.3972783605031,45.7677332367191,46.7967075489887,47.4023114716381,48.0126317937503,51.8094459538854,57.8219755973227,64.0745987384855,69.2945057915161,71.6517745192535,70.636099544091,67.0993017000641,63.2714647802459,60.0725899783067,57.7406061575656,56.1839735903871,54.6945253701105,52.936383414858
"9251",51.5006321571106,51.2873955674724,51.9533509213804,52.6892474239115,54.015959523269,55.7405041831072,57.3376927608942,59.126357333957,61.017034144069,62.0284434192582,63.357664618371,65.7233179347839,67.844994273458,69.8525566018567,71.1036191574712,72.2198023492453,73.2008895394586,75.1351046079228,76.3568785024175,76.679156761376,78.2286404284352,77.2762903878503,76.0906540875901,75.0253177568668,75.4497213121696,75.4233994712298,73.9351999783846,73.92763053796,74.1183607220531,73.8758253148671,74.1282694706048,74.9385297661058,75.9130910543768,76.7807437830733,76.8474608098875,76.646726542345,76.8064981492525,77.4536286908888,77.5422983960675,76.9971008389007
"9271",71.6836532937719,71.7860828216583,72.5587033944048,72.6820849353319,73.1590617641711,73.6826816151468,74.342893980941,75.3582767708693,76.6695168892016,77.0150527737323,77.8261205044463,79.9816525880638,81.9585326456495,83.757672566631,84.7491888997044,85.579973548134,86.1756822511254,87.7431538446178,88.5955607081363,88.6051960635868,88.4985843144303,86.89682617804,85.0999953294285,83.604054084971,83.4903483677782,82.8281105343193,80.9222210969689,80.5097225670625,80.4013578987176,80.0579230973097,79.9873258288933,79.8764888926597,79.6321830292142,79.2724703291044,78.3782268255904,77.4891291382671,77.052310948515,77.2708810896998,77.1118990780982,76.5018082716337
"9291",95.6271986363139,96.0543749181285,97.070941565405,96.895062407026,96.984956344182,96.9281805863938,95.8877242861376,95.2876030346615,95.0750138797375,93.901388570669,93.2625566022508,93.0457882560239,93.3163754866437,93.7386553017039,93.8113719962585,93.9757173098099,94.3501761693076,95.7279336727322,96.9182686461739,97.543799304507,98.1206614282004,102.346410951587,103.946083118892,103.33144521766,104.128236378609,104.155578846141,102.762560401521,103.104053654724,106.385647810081,113.381613889792,123.740228024509,135.297775525993,145.326397336969,151.718020769295,151.554267191732,145.851174184798,138.773500098496,134.150689564382,130.02713801027,125.647824501777
