"plot_id","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"3293",66.4112735894255,66.5252503209203,66.7835118388644,66.4767644103666,66.3992319832201,65.8326835726571,64.992731426975,64.4150655209885,64.4590220229625,63.9483441319849,64.2701074510112,64.1331558476597,64.4808124155184,64.8808255550197,64.8899768871995,64.9397289480907,64.8430446436205,65.8327040803382,66.7258823977689,66.855488803204,66.7102499435513,66.8671292669464,66.4288403779787,65.793671561482,66.3971246422742,66.4728102790474,65.2321207463097,64.8364935696135,65.1539199614749,65.0431312221103,65.2229793411464,65.4575734879808,65.5194397301185,65.8588809608329,65.4956373491997,64.8021447472177,65.0244651492862,65.674514992485,65.8462228976255,65.721882125483
"3314",42.6989930879509,42.5461377791646,42.7605947288366,42.8185025798171,43.2417750122263,43.6242285358727,44.2467893065566,45.0480613983318,46.2288070889502,46.9523330666978,48.1845322900699,49.3985230122362,50.8218336331232,52.1406125939933,53.0150437113662,53.7369988392462,54.2847947611223,55.5563242792391,56.5841541916159,56.8462378304852,56.5373829109927,56.334686311083,55.7440457877128,55.1599868780513,55.6731880691705,55.8574190504046,55.0141778606328,54.7571877470207,54.9719660326564,54.7510277906104,54.6967185789591,54.7134624606277,54.6474276324714,54.8166674074152,54.2501573108608,53.2049111466083,52.7186932729205,52.5990687375616,52.1918995125272,51.5775336212278
"5311",60.0612428649652,59.9950902323,60.3476009669816,60.0505496385474,60.1349174160494,60.0478939927302,60.2098099422319,60.6154056944927,61.3592399815204,61.4201346279869,62.1201339362155,62.6704190605838,63.5382246734421,64.4165489118233,64.9095225535245,65.1454116862503,65.3462855920249,66.4176470447042,67.286256082066,67.2564396951476,68.5437557539326,69.428227327429,69.0889425554209,67.9993657024307,67.7643593886058,67.0687962776218,65.2386693168559,64.3863217798588,64.1517533708366,63.9399063668892,64.0341890103841,63.9685399832754,63.5734424512335,63.5263751081516,62.8364204536424,61.8807659893021,61.5607166606119,62.015101864125,62.262029767602,62.1803675749373
"5333",101.597605985041,101.615628008084,102.166205079461,101.549429715006,101.35983405315,100.605292824589,99.0085672168736,98.041498860406,97.7262762559196,96.2258616272461,95.4344289362284,97.242538654025,99.1992638050461,100.635735346636,101.291475154723,101.458632673821,101.500376041378,102.446278103843,102.818892535827,101.666605766149,98.6061555338454,95.1784549604122,91.2701924805152,88.0119055732296,86.2929594471355,84.0550571988477,80.7369060266698,78.4648496024509,76.8671411186861,75.0418308927738,73.5594407857586,72.2642878057636,70.8255312603539,70.0195823560271,68.5909931356822,66.6614215828738,65.2240171991018,64.3811053259063,63.3167114504311,61.8784385223437
"5371",43.5547673384787,43.5235921800864,43.802262930654,43.945695092456,44.1100349010556,44.1892403266715,44.4971390802846,45.0100765356218,45.9161784300744,46.1741502523838,46.8471889902391,47.6981268292521,48.7167267329803,49.3274439524138,49.7311260210082,49.9227771105929,50.069342545422,50.8415257596454,51.3510111102192,51.1427306683007,51.045563998896,50.6680853740681,49.7516184875816,48.9638144414027,48.7676766262854,48.3803086496194,47.4099662333991,46.874010536653,46.7678558746379,46.4275631993219,46.2261315515578,46.0438686543757,45.8120682224983,45.8652833408889,45.427385302311,44.8046911923052,44.5223633480862,44.5548116086254,44.3685924747978,43.8775134571384
"7271",38.7420060501475,38.4515892582353,38.7247101293092,38.838374257335,39.3677749876896,40.0786472254195,40.8678692320702,41.8925200285742,43.1512115775042,43.9320102333569,45.0290216241257,47.2750408910954,49.3900350179959,51.2607510636799,52.5836668854612,53.6134765303892,54.3201189168319,55.622280529163,56.3971926884948,56.3465661710383,56.1452827929471,54.6504594735235,52.7731690049321,51.0055901829163,50.4346555946541,49.5839187948917,47.5993427984228,46.5058769587451,45.7075204696592,44.8499347839046,44.1910921186504,43.7409238247654,43.3521813021083,43.0883085742854,42.3450114796431,41.5272627679607,41.219325513699,41.4400661995223,41.379468195815,41.0813245977974
"7351",25.8346733525417,25.6858152861886,25.8954997604591,26.0008671912099,26.3120282414112,26.6546885874979,27.0931718956849,27.733464038394,28.6949705796238,29.1777406742168,29.8877454632145,30.8353310044319,31.941750532596,32.9534126991132,33.933343375215,34.8309933485567,35.8691974369404,37.3999621109213,38.8798686148478,39.9181782032927,41.1582885713121,43.7306451649269,44.9691472895425,45.6625903189822,46.9365705022501,47.8855024095802,48.7411046048019,52.2351420372274,57.9345179756804,64.1399628775616,69.5449170297824,72.5774598960309,72.3828617195906,69.8837711125157,66.4439385067542,63.116868991509,60.4482986873856,58.5029896199512,56.5184313820253,54.1723700122164
"9251",48.1702682866973,47.6322529481128,47.9758225135879,48.3687340281895,49.4388143552626,50.9486286770492,52.4910896733709,54.3227464937949,56.3287161973232,57.6858050344485,59.2494108020062,61.6923174593091,64.0381747727758,66.2751383383409,67.9610930780881,69.4392212614387,70.7675889989655,72.916777942887,74.4835171984241,75.0689492035222,76.6165759381775,75.994095958838,74.8395183965408,73.5610468335856,73.9160385016685,73.8720850057059,72.0868677187155,71.6647900396361,71.6603504719944,71.2346716016014,71.2503653269493,71.9156873204482,72.6973512011934,73.5851331841627,73.5099637352083,73.1594447430163,73.2087993247276,73.7838053504167,73.8016590873724,73.1957852889738
"9271",67.7844219857814,67.5278166768865,68.0138957140608,67.8129016873744,68.041017776099,68.2769969368704,68.7196281946104,69.5953506066361,70.8366103736515,71.2572749786958,72.0346611387995,73.9738492348503,75.9249224181796,77.7345232274007,78.935710786688,79.9071217123985,80.6303559934415,82.2649643029601,83.2685513291779,83.2854998283605,83.0961782394303,81.5323785634024,79.3942521532352,77.3255735182111,76.9427541563403,76.0045767169016,73.3882378246029,72.2612195713942,71.6841894936254,70.890799072876,70.3706551946064,69.9866961505902,69.4725243454688,69.0082304562948,67.7650657313241,66.4839667479534,65.7021354457092,65.6725934833323,65.2481874581428,64.4016326124611
"9291",82.9476984241068,82.9345322725615,83.6268770783919,83.0704582379652,82.86123785805,82.4049210142794,81.1751215174847,80.3585182336974,79.9374524265584,78.5239816484326,77.5343549028833,76.9223404734612,76.9049667798054,77.0233885281377,76.9030666048537,76.8273753305528,77.0130394203634,78.2748670101594,79.4389690277789,79.9818493855821,80.5090789296737,84.2406323362719,85.6882046613602,85.1644047206904,86.1228548652266,86.3717668264996,84.9334684764781,84.9717134447309,87.8553953217412,94.1126770302784,103.492685860425,114.431358958773,124.260513742777,131.410145855088,132.62428655942,128.43809323994,122.429306903373,118.137650652482,113.806379372542,108.922271598823
"9311",17.7883829689035,17.7290118621422,17.8818027466546,17.8719117617118,18.0101470425001,18.1594398705169,18.449645163143,18.9320181107111,19.5924484176673,20.0840755865804,20.7595480362728,21.6821719013178,22.8594478830771,24.1858333861715,25.5269136990137,26.9594218099353,28.5748760375074,30.63913910379,32.8333755941056,34.80394147116,37.1119639429329,45.8549319461294,51.7066569210512,54.6513301429268,55.7031545974892,54.4346292003844,52.3490084232365,51.3582660078182,50.8988596768628,50.2553017454881,50.4394361024994,50.9638723225466,51.0096445281759,50.5346814104805,49.6578371435752,48.6486563299428,48.1090330077701,48.1227136986107,48.0367169685861,47.6300268585918
"9331",66.6207583681709,66.5341895193,67.1719343584866,67.2675919005278,67.7947420905028,68.3453567462403,69.2010804975194,70.3230537026496,71.7355108103249,71.9184692438254,72.3280822715397,74.5981489784368,76.7775118719734,78.4560292541142,79.438954285768,79.8691038573875,80.2570859108447,81.2396824229542,82.0308466465803,81.6491726891985,79.2241881880634,77.2540725793225,74.8054244163685,73.3935943414832,73.6777683139792,73.1925764829794,70.9527654169402,68.7611936091532,66.8540261380186,64.8712729305566,63.2535709222489,62.0848201681474,60.9679270038191,60.1497192164036,58.8658716033975,57.5063416962669,56.7096383544391,56.7353239476239,56.9583890608868,56.7636052051977
"9351",39.1128290278384,38.9261437482954,39.2635837193914,39.3753705545906,39.7706569143206,40.1686126553752,40.6126099005439,41.2865141621888,42.3447076881325,42.6522747240535,43.2152584930494,44.3987715630837,45.5722308741463,46.4781948508307,47.1861556592141,47.6073905153917,48.0633688431202,48.9879221811045,49.8196857574205,49.9490033832773,49.7154224419604,49.7259043576795,49.2805332564273,49.1257745772505,49.630970685406,49.7806778960243,50.0458296233874,52.4385060959944,56.2533464952958,59.9114869506757,62.5892136175051,63.4785327664036,62.2700494640121,59.94056933211,57.2496284645118,54.6070304379304,52.3881849185596,50.735458421059,49.423582573991,47.7586226789824
"9374",56.5546109749169,56.279686373678,56.7117140037107,56.7323698166869,57.101794561996,57.452709159729,57.8760140885254,58.5821357795409,59.7951229393604,60.0106760274465,60.5557011760922,61.5246678431507,62.5560901057927,63.2750482193978,63.793500459711,63.9834605833064,64.2776298738404,65.224178309686,66.0882184233703,66.1118383959935,66.7312057011945,67.3774305528053,67.193327058506,66.8964646612148,67.0344706070696,66.5737502118437,65.2202760223912,64.7075182008679,64.6791191037818,64.35033606122,64.2915068452558,64.3605821001346,64.4432917784602,64.8698375383882,64.5296998646317,63.7314724816641,63.053041144802,62.6553727966614,62.0743934536323,60.9749468536795
