"variable","importance"
"woody_share",0.0418744489282743
"ofh_weight_kgm2",0.0351297429997913
"basal_area_85",0.028006192478583
"mean_height_85_dm",0.0268443048103513
"SandContent",0.0252206368536471
"stand_age_85",0.0248149700951369
"stand_age_2006_est",0.0244120455298913
"CoarseFragments",0.0198787025394563
"ExchangeableFe",0.0149901257097411
"SiltContent",0.0142484818472869
"TotalNitrogen",0.013937496265969
"clay",0.013360381126563
"EstimatedBulkDensity",0.0131677243317798
"mean_precip_annual",0.0115014843039742
"aridity_index",0.0114654114227929
"elevation_m",0.0112062694431935
"GDD5",0.010646956395433
"P_seasonality",0.0103726681568871
"base_saturation",0.0103588357184769
"T_seasonality",0.00958430866365331
"warmest_month_T",0.00906989893724079
"ExchangeableCa",0.00900411494635975
"temp_sum_NFI",0.00896601091794818
"mean_temp",0.00872839747993579
"pH.H2O.",0.008600709686291
"lat_WGS84",0.00848206259495834
"litter_E_frac",0.00804701380105232
"lon_WGS84",0.0078945766233261
"coldest_month_T",0.00760011127000093
"litter_A_frac",0.00758907279955713
"pH.CaCl2.",0.00756285142574451
"ExchangeableAl",0.00751102720748621
"CEC",0.00729136526819495
"CN_ratio",0.00701445085532053
"litter_N_frac",0.00691916938645286
"kasvup_tyyppi",0.00633523639240461
"litter_W_frac",0.00574102954536327
"conifer_share",0.00504426424508571
"any_trt_85_95",0.00384296375772145
"soil_prep_pre85",0.00235312510797356
"soil_code",0.00211405275574411
"kasvyo_ahti",0.00185439282793071
"temp_zone",0.00184447144202425
"n_cuts_85_95",0.00171627988681146
"kasvyo_syke",0.00163698060097334
"TexturalClass",0.00134067803367552
"species_code",0.00131200311016054
"dev_class_85",0.000849455149358469
"ojitustilanne",0.00074977736251537
"KA",0.000658043714680393
"any_cut_85_95",0.000615024281716857
"koppen_class",0.000347858368207537
"profile_depth_cm",0.000161255017000615
"shallow",2.48669457323643e-05
"alaryhma",0
