"variable","importance"
"stand_age_2006_est",0.0396658943100024
"mean_height_85_dm",0.0371964940205222
"basal_area_85",0.0356897494940248
"woody_share",0.0342161779043007
"stand_age_85",0.0336988853490142
"ofh_weight_kgm2",0.0208740953024465
"EstimatedBulkDensity",0.0199854782027691
"warmest_month_T",0.0173558552852486
"SandContent",0.0151963723782332
"CoarseFragments",0.0146981939095901
"ExchangeableFe",0.0140392324801823
"mean_precip_annual",0.0132240102482825
"temp_sum_NFI",0.013116703488912
"lat_WGS84",0.0128855668770735
"GDD5",0.0125699610584273
"SiltContent",0.0123031882461799
"clay",0.0119371762204575
"T_seasonality",0.0110896088679061
"P_seasonality",0.0103407637185335
"lon_WGS84",0.010306882506582
"base_saturation",0.010162748790893
"CN_ratio",0.0101449065399176
"litter_A_frac",0.00969918655687071
"mean_temp",0.00949669804308205
"TotalNitrogen",0.00937989302727542
"elevation_m",0.00926336061537044
"coldest_month_T",0.00920445885578425
"aridity_index",0.00897314124735777
"pH.H2O.",0.0085321674815917
"ExchangeableCa",0.0083652783664052
"ExchangeableAl",0.0080413377282468
"pH.CaCl2.",0.00758854199818907
"litter_W_frac",0.00742830731117863
"litter_E_frac",0.00673473409321339
"litter_N_frac",0.00564944016856622
"conifer_share",0.00523050250769192
"dev_class_85",0.00458729585872415
"CEC",0.0043066647473241
"temp_zone",0.00391209356886333
"any_trt_85_95",0.00365311948624493
"soil_prep_pre85",0.00341028285212235
"soil_code",0.00315300925853181
"kasvup_tyyppi",0.00230701169986803
"kasvyo_ahti",0.00189109372074993
"kasvyo_syke",0.00154176266115138
"n_cuts_85_95",0.00111594915374594
"species_code",0.000968700363740564
"koppen_class",0.000942268425063886
"KA",0.000794856616208047
"TexturalClass",0.000772318586509226
"any_cut_85_95",0.000473318103111047
"ojitustilanne",0.000351392317145967
"profile_depth_cm",0.00015024113518608
"shallow",1.94672745556512e-05
"alaryhma",0
