"plot_id","n_obs","mean_resid","abs_resid","mean_obs","mean_pred","ratio_obs_pred"
"57673",3,1.78925083376976,1.78925083376976,66.5653536406007,11.0818142319719,6.47707807977446
"47451",3,1.77319088037153,1.77319088037153,118.821622397318,21.3604527413845,6.06476655319397
"9311",1,1.74473557522629,1.74473557522629,166.680478148376,29.11760866642,5.72438760538056
"57611",3,1.7280176227095,1.7280176227095,106.488659372349,19.9411070048809,6.30243535875436
"37551",3,1.72117038166059,1.72117038166059,119.106331868431,20.7521917422612,5.70881827931393
"15631",3,1.65342890411835,1.65342890411835,126.626539979836,24.3716952949762,5.64202654228836
"69711",3,1.6333667667879,1.6333667667879,127.183272450939,24.6507035195827,5.18764703280431
"23673",1,1.59402399998688,1.59402399998688,277.611837638229,56.3848142027855,4.92352136942068
"37254",1,1.55006136677341,1.55006136677341,98.2772839113786,20.8578743636608,4.71175931918547
"41771",3,1.5483294185369,1.5483294185369,124.109285226151,26.711872552832,4.73429272334727
"73631",3,1.54765804587162,1.54765804587162,92.8328310663413,20.0121058772008,4.7274643753285
"11272",1,1.54252832258908,1.54252832258908,142.866207276268,30.5504756867886,4.67639878151062
"7351",3,1.54200443075305,1.54200443075305,157.164687075726,31.0721638401349,4.95481530376021
"43732",1,1.51748245060262,1.51748245060262,211.273661060499,46.3245387077332,4.56072886971307
"45391",2,1.50823382883034,1.50823382883034,154.673006890516,33.1864783912897,4.599327576236
"27693",1,1.50814112812526,1.50814112812526,152.158386405485,33.6758467257023,4.51832399775575
"29351",3,1.50458761424021,1.50458761424021,86.2563546647982,18.4832294434309,4.73120217625012
"47652",1,1.47712107509621,1.47712107509621,174.436109401579,39.8227144479752,4.38031690756451
"25232",1,1.47452181862892,1.47452181862892,259.905660810828,59.4893261194229,4.36894612470606
"35351",3,1.45741703629875,1.45741703629875,100.981236950614,22.4178525606791,4.49487111926362
"27231",3,1.45362550449363,1.45362550449363,158.99259580612,35.2196595867475,4.4374983310525
"17171",1,1.4535682708363,1.4535682708363,183.472254010782,42.8838449716568,4.27835363484884
"63511",3,1.44558511115085,1.44558511115085,57.8434262599291,12.8502725015084,4.4504799983423
"19393",1,1.40716320955975,1.40716320955975,148.163858139684,36.275972276926,4.08435250221884
"101471",3,1.40431382567274,1.40431382567274,81.4440192202511,19.8362855712573,4.10399667520882
"17252",1,1.39753637993721,1.39753637993721,193.975965701096,47.9518740177155,4.0452217911115
"11374",1,1.38557380617299,1.38557380617299,214.296614814258,53.6127707362175,3.99711881836192
"55652",1,1.38510812129103,1.38510812129103,318.18422289294,79.6404724121094,3.99525785390193
"21431",3,1.36888957304688,1.36888957304688,140.639698195563,32.0168888966242,4.4320603064705
"17312",3,1.36654709155962,1.36654709155962,213.301333235562,51.0444649457932,4.26758231343471
"101631",3,1.36326267324684,1.36326267324684,122.241159555196,31.2395198742549,3.9139344751171
"104411",3,1.35702570658108,1.35702570658108,75.713868291424,19.313329120477,3.9484040645633
"41391",3,1.35699335674075,1.35699335674075,199.924775232012,50.8375671605269,3.94937677974858
"9351",3,1.35658591632666,1.35658591632666,140.62398385424,34.4633445640405,4.11585223998867
"29551",3,1.35405731434989,1.35405731434989,110.944633216652,27.6889518300692,3.91598745166842
"57471",3,1.34977343011994,1.34977343011994,111.351068625639,28.6892287035783,3.88128146517675
"75533",1,1.32198311530958,1.32198311530958,155.053203807061,41.3381248116493,3.75085237933594
"45331",3,1.31927523651602,1.31927523651602,109.663417246524,27.3063581387202,4.02561513545778
"13254",1,1.31014121268973,1.31014121268973,161.765689922268,43.6414644122124,3.70669710792291
"119551",3,1.28391537283517,1.28391537283517,93.0708976321772,24.1261741518974,3.7891189032767
"128531",1,1.27970252950315,1.27970252950315,65.5067315065734,18.2187335193157,3.59556999047834
"49771",1,1.27923014774698,1.27923014774698,130.539391359961,36.3227723836899,3.59387190991449
"41674",1,1.27783445948323,1.27783445948323,176.812728187941,49.2671081125736,3.58885948377425
