"plot_id","year","soc_obs_tCha","soc_mean","soc_median","soc_q025","soc_q975","log_obs","log_hat_mean","residual_log","residual_abs","is_first","region","species_code","species_name","soil_code","soil_type","shallow","n_soc_obs","mean_litter","mean_soc_Mgha","litter_cv","sp_frac_1","sp_frac_3","sp_frac_2","x_ETRS","y_ETRS","lon_WGS84","lat_WGS84","conifer_share","mean_temp","mean_precip_annual","PET_annual","coldest_month_T","warmest_month_T","T_seasonality","GDD5","P_seasonality","aridity_index","koppen_class","temp_zone","soil_depth","ClayContent","SiltContent","SandContent","MeanBulkDensity","EstimatedBulkDensity","CoarseFragments","pH.CaCl2.","pH.H2O.","OrganicCarbon","TotalNitrogen","ExchangeableAcidity","ExchangeableAl","ExchangeableCa","ExchangeableFe","ExchangeableK","ExchangeableMg","ExchangeableMn","ExchangeableNa","FreeHAcidity","OrganicMatter","TexturalClass","ofh_upper_cm","ofh_lower_cm","ofh_weight_kgm2","profile_depth_cm","KA","kasvyo_syke","kasvyo_ahti","kasvyo_sk","alavyo_syke","suovyohyke","alavyohyke","eliomk","clay","CN_ratio","CEC","base_saturation","litter_A_frac","litter_W_frac","litter_E_frac","litter_N_frac","woody_share","stand_age_85","basal_area_85","mean_height_85_dm","dev_class_85","kasvup_tyyppi","alaryhma","ojitustilanne","temp_sum_NFI","elevation_m","stand_age_2006_est","any_cut_85_95","n_cuts_85_95","any_trt_85_95","soil_prep_pre85","peatland","organic_missing","organic_zero","high_mrt","has_climate","has_soc","calib_ready"
"65631",2024,83.1817822151591,118.900929623922,119.922944508442,105.171525291199,128.68473240904,4.42102836009099,4.7782906222021,-0.357262262111112,-35.7191474087632,FALSE,1,2,"Norway spruce","Mr","Sora- ja hiekkamoreeni",FALSE,3,2.57372842688481,71.1127304724365,0.685887789927885,0.0399516854734454,0.0382858161721298,0.921762498354426,564735.95414834,7142669.06693709,28.3429930407604,64.4035561312688,0.961714183827871,1.6714349490378,607.578707692308,594.075787816993,-11.1559622828784,15.6507339950372,9.68736998915524,989.991815384615,0.348402985629052,1.02272928833699,"Dfc","cold",30,2.3,32.9,64.7,NA,964.614,38,3.92375,4.536885,17,0.75,2.0295,1.919,0.1815,0.1025,0.027,0.0445,0.001,0.0265,0.1,4.05,"SL",-6,0,5.28,80,1,3,3,3,"3b","3","3c",14,2.3,22.6666666666667,2.2985,0.121601044159234,0.541296863471074,0.0954938366946547,0.057251735848908,0.305957563985364,0.338645953056563,25,0,25,3,3,1,"0",95,23,46,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"65691",1985,61.5936242806658,73.3801180196282,72.0378066069845,65.3730124473101,85.6939189415907,4.12055836324554,4.29565302726092,-0.175094664015387,-11.7864937389624,TRUE,1,2,"Norway spruce","Mr","Sora- ja hiekkamoreeni",FALSE,2,2.06738524528921,50.10841222,0.187512215821088,0.0137728369512505,0.0160763243978617,0.970150838650887,612735.251829708,7142673.22188116,29.3379865601061,64.3911176981485,0.983923675602138,1.50071303173652,578.3388,580.633241710489,-11.4900669975186,15.6072635235732,9.75805090607949,973.241538461539,0.341814436915167,0.996048380379101,"Dfc","cold",30,2.4,34,63.6,NA,1032.084,33.85,4.28975,4.892637,10.15,0.65,1.16,1.0435,0.105,0.055,0.027,0.0295,0.0115,0.022,0.1,3.15,"SL",-6,0,4.39,80,1,3,4,3,"3b","3","3c",14,2.4,15.6153846153846,1.327,0.138281838733986,0.530403250089027,0.114959241849545,0.0616965405506395,0.292940967510788,0.162618855579668,NA,14,NA,6,3,1,"0",94,21,NA,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"65691",2006,59.4955183945849,95.8765160372545,96.2450302653664,85.7315991917588,104.125729812512,4.08590098861539,4.56306107220652,-0.477160083591121,-36.3809976426696,FALSE,1,2,"Norway spruce","Mr","Sora- ja hiekkamoreeni",FALSE,2,2.06738524528921,50.10841222,0.187512215821088,0.0137728369512505,0.0160763243978617,0.970150838650887,612735.251829708,7142673.22188116,29.3379865601061,64.3911176981485,0.983923675602138,1.50071303173652,578.3388,580.633241710489,-11.4900669975186,15.6072635235732,9.75805090607949,973.241538461539,0.341814436915167,0.996048380379101,"Dfc","cold",30,2.4,34,63.6,NA,1032.084,33.85,4.28975,4.892637,10.15,0.65,1.16,1.0435,0.105,0.055,0.027,0.0295,0.0115,0.022,0.1,3.15,"SL",-6,0,4.39,80,1,3,4,3,"3b","3","3c",14,2.4,15.6153846153846,1.327,0.138281838733986,0.530403250089027,0.114959241849545,0.0616965405506395,0.292940967510788,0.162618855579668,NA,14,NA,6,3,1,"0",94,21,NA,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"65711",1985,26.3401086087508,37.2349824765663,36.669676435681,33.2391937134316,43.5479828800548,3.27109281964569,3.61724870854524,-0.346155888899544,-10.8948738678155,TRUE,1,1,"Scots pine","Mr","Sora- ja hiekkamoreeni",FALSE,3,1.49925535055739,46.926363857274,0.470382659950957,0.857628340240989,0.142371659759011,0,628723.343609827,7142700.65850299,29.6691753740229,64.3857123880979,0.857628340240989,1.60271647290573,552.003892307692,575.136301056779,-11.4592441687345,15.7293598014888,9.77261784492804,989.187476923077,0.354297619366483,0.959779258053121,"Dfc","cold",30,1.5,23.2,75.3,NA,996.447,52.55,4.5185,5.114982,9.2,0.45,1.405,1.351,0.158,0.052,0.0295,0.035,0.001,0.0155,0.1,2.8,"LS",-3,0,3.87,80,1,3,4,3,"3b","3","3c",14,1.5,20.4444444444444,1.689,0.140911782119597,0.548484901694618,0.135946322997413,0.0701370855781489,0.24543168972982,0.103656456165997,40,2,40,3,5,1,"0",94,21,61,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"65711",2006,64.6528239212713,52.1050078683506,52.3232399601563,46.6767522561969,57.0841424819154,4.16903178440732,3.95326106445389,0.215770719953433,12.5478160529207,FALSE,1,1,"Scots pine","Mr","Sora- ja hiekkamoreeni",FALSE,3,1.49925535055739,46.926363857274,0.470382659950957,0.857628340240989,0.142371659759011,0,628723.343609827,7142700.65850299,29.6691753740229,64.3857123880979,0.857628340240989,1.60271647290573,552.003892307692,575.136301056779,-11.4592441687345,15.7293598014888,9.77261784492804,989.187476923077,0.354297619366483,0.959779258053121,"Dfc","cold",30,1.5,23.2,75.3,NA,996.447,52.55,4.5185,5.114982,9.2,0.45,1.405,1.351,0.158,0.052,0.0295,0.035,0.001,0.0155,0.1,2.8,"LS",-3,0,3.87,80,1,3,4,3,"3b","3","3c",14,1.5,20.4444444444444,1.689,0.140911782119597,0.548484901694618,0.135946322997413,0.0701370855781489,0.24543168972982,0.103656456165997,40,2,40,3,5,1,"0",94,21,61,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"65711",2024,81.6173646544861,79.8192428618539,79.0580956749075,69.215624335092,90.7997157728507,4.40204204146921,4.37976461400624,0.0222774274629653,1.79812179263216,FALSE,1,1,"Scots pine","Mr","Sora- ja hiekkamoreeni",FALSE,3,1.49925535055739,46.926363857274,0.470382659950957,0.857628340240989,0.142371659759011,0,628723.343609827,7142700.65850299,29.6691753740229,64.3857123880979,0.857628340240989,1.60271647290573,552.003892307692,575.136301056779,-11.4592441687345,15.7293598014888,9.77261784492804,989.187476923077,0.354297619366483,0.959779258053121,"Dfc","cold",30,1.5,23.2,75.3,NA,996.447,52.55,4.5185,5.114982,9.2,0.45,1.405,1.351,0.158,0.052,0.0295,0.035,0.001,0.0155,0.1,2.8,"LS",-3,0,3.87,80,1,3,4,3,"3b","3","3c",14,1.5,20.4444444444444,1.689,0.140911782119597,0.548484901694618,0.135946322997413,0.0701370855781489,0.24543168972982,0.103656456165997,40,2,40,3,5,1,"0",94,21,61,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"65731",1985,61.8328721718355,51.9068864618197,51.0980905758278,46.3398453937585,60.5361436542238,4.12443513521414,3.94945146849531,0.174983666718831,9.92598571001577,TRUE,1,2,"Norway spruce","Mr","Sora- ja hiekkamoreeni",FALSE,3,2.45416112061668,63.5082898285701,0.577514929047118,0.334509955761786,0.211155353466398,0.454334690771815,644727.553134428,7142698.87786306,30.0005133841222,64.3792918314198,0.788844646533601,1.4325661863346,549.845211538462,574.899099377211,-11.6231786600496,15.5852655086849,9.77906245578066,965.021134615385,0.361969780221119,0.956420373825788,"Dfc","cold",30,2.1,28.8,69.1,NA,1041.6635,67.65,4.10675,4.714761,14.05,0.55,1.3465,1.285,0.2775,0.0435,0.0155,0.046,0.0015,0.0145,0.1,3.25,"SL",-6,0,4.08,80,1,3,4,3,"3b","3","3c",14,2.1,25.5454545454545,1.7385,0.203336209375899,0.527270813179186,0.132105265466263,0.0692436854602987,0.271380235894252,0.143654753601672,NA,1,NA,4,4,1,"0",96,20,NA,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"65731",2006,101.103512464537,79.2047124748323,78.1595580959024,70.2731346073749,88.8784802974417,4.61614486790103,4.37203579799512,0.244109069905909,21.8987999897047,FALSE,1,2,"Norway spruce","Mr","Sora- ja hiekkamoreeni",FALSE,3,2.45416112061668,63.5082898285701,0.577514929047118,0.334509955761786,0.211155353466398,0.454334690771815,644727.553134428,7142698.87786306,30.0005133841222,64.3792918314198,0.788844646533601,1.4325661863346,549.845211538462,574.899099377211,-11.6231786600496,15.5852655086849,9.77906245578066,965.021134615385,0.361969780221119,0.956420373825788,"Dfc","cold",30,2.1,28.8,69.1,NA,1041.6635,67.65,4.10675,4.714761,14.05,0.55,1.3465,1.285,0.2775,0.0435,0.0155,0.046,0.0015,0.0145,0.1,3.25,"SL",-6,0,4.08,80,1,3,4,3,"3b","3","3c",14,2.1,25.5454545454545,1.7385,0.203336209375899,0.527270813179186,0.132105265466263,0.0692436854602987,0.271380235894252,0.143654753601672,NA,1,NA,4,4,1,"0",96,20,NA,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"65731",2024,68.8150107117656,132.219223195166,128.870636854985,114.050170515957,152.852721433526,4.23142190009181,4.88446132679489,-0.653039426703076,-63.4042124834004,FALSE,1,2,"Norway spruce","Mr","Sora- ja hiekkamoreeni",FALSE,3,2.45416112061668,63.5082898285701,0.577514929047118,0.334509955761786,0.211155353466398,0.454334690771815,644727.553134428,7142698.87786306,30.0005133841222,64.3792918314198,0.788844646533601,1.4325661863346,549.845211538462,574.899099377211,-11.6231786600496,15.5852655086849,9.77906245578066,965.021134615385,0.361969780221119,0.956420373825788,"Dfc","cold",30,2.1,28.8,69.1,NA,1041.6635,67.65,4.10675,4.714761,14.05,0.55,1.3465,1.285,0.2775,0.0435,0.0155,0.046,0.0015,0.0145,0.1,3.25,"SL",-6,0,4.08,80,1,3,4,3,"3b","3","3c",14,2.1,25.5454545454545,1.7385,0.203336209375899,0.527270813179186,0.132105265466263,0.0692436854602987,0.271380235894252,0.143654753601672,NA,1,NA,4,4,1,"0",96,20,NA,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"67391",1985,36.5286021836634,172.308379969034,171.296296936706,156.055455841697,193.443379233843,3.59809557518768,5.1492857782713,-1.55119020308363,-135.779777785371,TRUE,1,1,"Scots pine","SiMr","Silttimoreeni",FALSE,3,2.88219583951434,57.6733449064673,0.532909798583735,0.803444254016348,0.0867541671619057,0.109801578821745,372836.640430412,7158687.77574902,24.3493004892736,64.5296036189455,0.913245832838093,3.09334849472552,450.987661538462,553.386379139989,-8.10728734369079,15.7308228287841,8.6187141218252,1029.06892307692,0.372624589577114,0.814959815670447,"Dfc","intermediate",30,2.3,17.1,80.6,NA,953.818,61.25,3.74075,4.359009,14.65,0.8,1.9,1.5465,0.3255,0.241,0.12,0.5395,0.007,0.033,0.225,2.9,"LS",-6,0,7.67,80,1,3,3,3,"3a","2","2c",13,2.3,18.3125,2.7895,0.364939953396666,0.564724428241093,0.105629659130724,0.0598046601127538,0.269841252515429,0.345546182575395,NA,29,NA,5,3,1,"0",107,0,NA,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
