"plot_id","x_KKJ","y_KKJ","x_ETRS","y_ETRS","lon_WGS84","lat_WGS84"
15594,3532949.802,6746887.33,532766.748860478,6744057.09649103,27.6026258639648,60.8304885117989
15611,3548955.581,6745680.16,548766.090745583,6742850.48640463,27.8965373421234,60.8180155168708
15612,3548958.139,6746080.523,548768.645866815,6743250.68824751,27.8966848360005,60.8216078350843
15614,3548935.969,6746876.673,548746.481116013,6744046.51764979,27.8964772522778,60.8287547479029
15631,3564948.004,6745677.152,564752.075562914,6742847.55339209,28.1903644355411,60.8157072709822
15632,3564938.517,6746076.906,564742.590540875,6743247.14640294,28.1903233384743,60.8192956477892
15633,3564931.514,6746477.779,564735.588514148,6743647.85797485,28.1903282544856,60.8228936588214
15634,3564939.082,6746878.002,564743.151624609,6744047.91987567,28.1906007387224,60.8264834641679
17171,3196949.192,6761690.874,196901.106489108,6758853.10342403,21.4178149280872,60.8487724125124
17172,3196953.015,6762085.22,196904.92605273,6759247.2911971,21.4172685867874,60.8522975948705
17173,3196947.567,6762491.205,196899.478281071,6759653.11325504,21.4165341441291,60.8559196601881
17194,3212965.841,6762875.745,212911.322162929,6760037.57603758,21.7094035279557,60.8712534600872
17211,3228952.121,6761687.917,228891.191479781,6758850.30158326,22.0041970220114,60.8718716982369
17212,3228953.803,6762087.3,228892.870887753,6759249.52427687,22.0036685206105,60.875443474287
17233,3244943.207,6762472.8,244875.854443985,6759634.94612733,22.2965139431646,60.8894902792428
17234,3244958.162,6762868.586,244890.801546514,6760030.57330496,22.2962661524542,60.8930398885919
17252,3260955.698,6762078.291,260881.918514838,6759240.67204244,22.5910298846241,60.8959354549722
17274,3276969.064,6762863.099,276888.850662376,6760025.24122315,22.8843396467509,60.9122930330345
17292,3292956.084,6762069.243,292869.453964688,6759231.78005182,23.1791805128959,60.9138631397502
17293,3292953.141,6762486.973,292866.510162489,6759649.34226019,23.1786779191,60.9176021455699
17294,3292948.624,6762880.795,292861.993106608,6760043.00606367,23.178171915474,60.9211262412012
17311,3308911.103,6761688.506,308818.066210614,6758851.27168193,23.4730701770778,60.9184721191273
17312,3308921.24,6762091.888,308828.197226829,6759254.49169143,23.4728568445004,60.9220902646578
17313,3308941.618,6762493.751,308848.565137099,6759656.19335971,23.4728334280095,60.925699743944
17331,3324946.988,6761683.302,324847.509256227,6758846.14567622,23.7682081583814,60.925840165217
17332,3324960.605,6762085.075,324861.118886172,6759247.75732496,23.7680937706567,60.9294461200662
17333,3324944.418,6762485.432,324844.936497196,6759647.95340186,23.7674318344295,60.9330262024047
17334,3324945.379,6762889.498,324845.895202046,6760051.85706981,23.7670821547941,60.9366470988484
17351,3340959.877,6761688.727,340853.964558577,6758851.64410139,24.0630644667496,60.9326476581292
17352,3340956.718,6762079.937,340850.80498308,6759242.69689198,24.0626830909051,60.9361526438545
17353,3340947.83,6762472.599,340841.918703254,6759635.20107227,24.0621948779004,60.9396683364587
17354,3340947.494,6762834.582,340841.581132275,6759997.03862028,24.0618894747854,60.9429125014932
17372,3356941.91,6762056.074,356829.573632482,6759218.91874454,24.3572214073625,60.9420432710466
17373,3356949.35,6762490.699,356837.008598801,6759653.36911526,24.3570352823092,60.9459422988476
17374,3356961.332,6762869.002,356848.98400525,6760031.52014173,24.3569747224904,60.9493380512347
17391,3372947.031,6761686.192,372828.263976104,6758849.26058113,24.6524751619807,60.9441937790935
17392,3372944.451,6762078.25,372825.68317353,6759241.1609887,24.6521685411991,60.9477084688122
17393,3372933.588,6762470.273,372814.822700806,6759633.02637162,24.6517091459691,60.9512201790312
17394,3372945.185,6762885.596,372826.413092174,6760048.18249499,24.6516483957176,60.9549480342316
17411,3388957.67,6761665.576,388832.467541292,6758828.727897,24.9476774446454,60.9488311209031
17412,3388950.147,6762081.483,388824.945618852,6759244.46767204,24.9472983784718,60.9525591113429
17413,3388958.46,6762489.389,388833.253368677,6759652.20973761,24.9472159269213,60.9562197921612
17414,3388953.847,6762873.58,388828.640426013,6760036.24627597,24.946908720543,60.9596641471863
17434,3404952.012,6762883.583,404820.373963844,6760046.31996941,25.2420587354055,60.9639284477637
17471,3436948.475,6761714.512,436803.976788874,6758877.86799085,25.8329905953877,60.9598489653922
17491,3452937.894,6761574.268,452786.965816387,6758737.75458027,26.1281278864079,60.9608232895751
17492,3452945.313,6762078.239,452794.37949721,6759241.52291035,26.128141013483,60.965346461286
17493,3452952.019,6762481.889,452801.080930299,6759645.01058777,26.1281656278121,60.96896933471
17494,3452948.064,6762887.763,452797.125641595,6760050.72132142,26.1279928566745,60.9726108893401
17531,3484977.681,6761683.02,484813.86386679,6758846.61093045,26.7195354293891,60.9643285636754
17532,3484967.296,6762082.236,484803.481204436,6759245.66626774,26.7193121128789,60.9679108213404
17533,3484937.244,6762483.404,484773.439446035,6759646.67272921,26.7187254405358,60.9715098364404
17534,3484940.661,6762882.692,484776.853231638,6760045.80010142,26.7187568563201,60.9750932674277
17551,3500974.372,6761680.343,500804.11865604,6758844.00866903,27.0148509279284,60.9645961392113
