"plot_id","n_obs","mean_resid","abs_resid","mean_obs","mean_pred","ratio_obs_pred"
"71694",1,-1.43206160488513,1.43206160488513,68.3419896049486,286.169978437925,0.238816070008451
"57673",3,1.31384144280776,1.31384144280776,66.5653536406007,17.508100536135,4.0001528868331
"57611",3,1.29672255820144,1.29672255820144,106.488659372349,29.8570034050052,4.02996039601682
"47451",3,1.28049642754942,1.28049642754942,118.821622397318,34.0890739095487,3.6596162269574
"33452",1,-1.2742440098423,1.2742440098423,87.4391853068316,312.682261668605,0.279642295153614
"41333",3,-1.26750916363346,1.26750916363346,42.6017346987137,146.729659982213,0.286605316286284
"137551",3,-1.24531071765416,1.24531071765416,56.0417262841675,193.333561916571,0.29055810555794
"37551",3,1.23857830705075,1.23857830705075,119.106331868431,33.1698042941949,3.5455591443225
"9311",1,1.19985470204534,1.19985470204534,166.680478148376,50.2104902085952,3.31963455158307
"55411",3,-1.17790335941114,1.17790335941114,75.9339237929575,237.8461432141,0.322934791675039
"15631",3,1.16143816315154,1.16143816315154,126.626539979836,39.341846562006,3.44286617869375
"13591",3,-1.14212325351983,1.14212325351983,75.393829519181,224.98317343892,0.331885071096705
"15431",3,-1.10837924195854,1.10837924195854,100.483965519776,288.688210925971,0.349386591070847
"25371",2,-1.08872636201545,1.08872636201545,55.3921032945766,144.477698681942,0.380817562194242
"69711",3,1.0802080215449,1.0802080215449,127.183272450939,42.7489898263011,2.97723866332877
"41771",3,1.06211861385569,1.06211861385569,124.109285226151,42.8493218895373,2.91354903026315
"73631",3,1.05837028025205,1.05837028025205,92.8328310663413,32.396002334175,2.88640015976855
"37254",1,1.04712238094229,1.04712238094229,98.2772839113786,34.4900380476883,2.84943970706827
"11272",1,1.04233120394764,1.04233120394764,142.866207276268,50.3791487854855,2.83582018990818
"29351",3,1.02536317002933,1.02536317002933,86.2563546647982,29.637792567429,2.93922128483695
"7351",3,1.01863541243336,1.01863541243336,157.164687075726,52.4001144414103,2.95033836929646
"75571",3,-1.00834162784752,1.00834162784752,48.1312941845139,126.437377927308,0.383265156336982
"23673",1,0.997161951612641,0.997161951612641,277.611837638229,102.417942696341,2.71057814997633
"43732",1,0.989529661760026,0.989529661760026,211.273661060499,78.5413001678444,2.68996897949235
"31673",2,-0.97540021563565,0.97540021563565,52.8922857509854,137.681157516471,0.383973954480055
"51771",3,-0.973149428357271,0.973149428357271,55.0148246795202,137.35012559844,0.409459037536765
"47652",1,0.967961322643048,0.967961322643048,174.436109401579,66.2607169270938,2.63257201991204
"67391",3,-0.966289018984037,0.966289018984037,65.2461147190329,160.468217654565,0.409526866778751
"43511",3,-0.947667066221112,0.947667066221112,65.2205532704998,165.829866512486,0.396817621554132
"45391",2,0.938428741630414,0.938428741630414,154.673006890516,58.5652712040108,2.61873751326977
"47312",1,-0.92407560660791,0.92407560660791,94.8042642683457,238.86295957747,0.396898139569429
"27231",3,0.91714151190272,0.91714151190272,158.99259580612,59.941702830519,2.62115751801849
"35351",3,0.899300241681605,0.899300241681605,100.981236950614,39.0826619367655,2.58277310858826
"27693",1,0.894177279299977,0.894177279299977,152.158386405485,62.2242450035511,2.44532314368461
"73511",3,-0.886250033115527,0.886250033115527,62.5972570013833,145.637817006188,0.432642335145218
"63511",3,0.882753084320044,0.882753084320044,57.8434262599291,22.5043458505041,2.55151825822002
"25232",1,0.841696823649683,0.841696823649683,259.905660810828,112.013779893139,2.3203007795896
"17171",1,0.829975356484649,0.829975356484649,183.472254010782,80.0049169993117,2.29326222552497
"41391",3,0.824048790580359,0.824048790580359,199.924775232012,86.4139628855954,2.31566483458138
"49771",1,0.822243344923986,0.822243344923986,130.539391359961,57.3648465225501,2.27559906934722
"25431",2,-0.810623424827545,0.810623424827545,83.3778326596515,155.095302123245,0.521618659292166
