"f","sigma_input","MRT","SOC_med","trend_0624","trend_8524","obs_0624","obs_8524","n"
0.7,3.31469835000218,7.97334947789806,62.3088958263397,-0.30905304441284,0.182518615483273,0.116096910518134,0.309067099789403,410
1,2.37183261959423,11.0888201313931,62.3088737726212,-0.252699040694208,0.213128935895302,0.116096910518134,0.309067099789403,410
1.5,1.62360832386803,15.8261962187873,62.3089023828506,-0.142306566329264,0.25343273143778,0.116096910518134,0.309067099789403,410
2,1.24521694156282,20.2850554008062,62.3088005781174,-0.0532763201369825,0.277319440362006,0.116096910518134,0.309067099789403,410
3,0.87084829112158,28.8611062178226,62.3089354038239,0.0578742040003218,0.29703367882291,0.116096910518134,0.309067099789403,410
4.5,0.60637116636032,41.2491382241599,62.3089666366577,0.13189097051698,0.289574574197804,0.116096910518134,0.309067099789403,410
6,0.471011231227921,53.2168609934685,62.3089543581009,0.159445314297104,0.271949394048417,0.116096910518134,0.309067099789403,410
8,0.366261289444407,68.9676647023806,62.3089711666107,0.169163833546445,0.246895649436434,0.116096910518134,0.309067099789403,410
