"f","sigma_input","MRT","SOC_med","trend_0624","trend_8524","obs_0624","obs_8524","n"
1,2.13015488873553,12.1203548673159,62.3089462830643,-0.103077448194727,0.293528561743179,0.116096910518134,0.309067099789403,410
