"f","sigma_input","MRT","SOC_med","trend_0624","trend_8524","obs_0624","obs_8524","n"
0.7,3.72213983048672,7.19934469849135,62.3089462830643,-0.331956290421161,0.106894975718128,0.116096910518134,0.309067099789403,410
1,2.6262638343013,9.92552617417186,62.3089462830644,-0.237705125439629,0.127490168012938,0.116096910518134,0.309067099789403,410
1.5,1.77499862234042,14.2344465174131,62.3089462830644,-0.123617110221467,0.145798914270924,0.116096910518134,0.309067099789403,410
2,1.35087710706263,18.4250411952746,62.3089462830642,-0.0565024214331919,0.150950926031292,0.116096910518134,0.309067099789403,410
3,0.929205613217768,26.7151938212862,62.3089462830643,0.00677457782960069,0.146160356035048,0.116096910518134,0.309067099789403,410
4.5,0.63599731854969,38.9501441906593,62.3089462830645,0.0355547945220202,0.12860284992583,0.116096910518134,0.309067099789403,410
6,0.488563876521135,51.1913253662109,62.3089462830644,0.0412079776198984,0.113179635120209,0.116096910518134,0.309067099789403,410
8,0.368629857187764,67.6468536542475,62.3089462830644,0.0391931381488358,0.0954097058564302,0.116096910518134,0.309067099789403,410
